id_namespace	id	project_id_namespace	project	persistent_id	creation_time	assay_type	anatomy
https://motrpac-data.org	90053016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90109016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	80003996806	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90152016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90050016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90052016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90155016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90047016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90150016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90048016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90148016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90046016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90147016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90146016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90045016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90044016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90145016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90027016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90026016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90028016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90029016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90144016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90043016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90143016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90042016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90031016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90142016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90041016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90040016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90141016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90032016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90033016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90140016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90039016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90038016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90139016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90034016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90138016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90037016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90001016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90122016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90005016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90121016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90007016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90123016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90126016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90008016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90124016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90009016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90128016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90010016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90011016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90127016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90012016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90129016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90134016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90013016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90133016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90014016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90136016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90017016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90015016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90135016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90160016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90018016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90156016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90025016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90159016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90023016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90157016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90020016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90001015804	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0000948
https://motrpac-data.org	90005015804	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0000948
https://motrpac-data.org	90012015804	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0000948
